Type,Date,StrikePrice,Open,High,Low,Close,Vol/Prev,CE/PE,OI,COI,Volume
CE,2022-06-10,15000.0,1325.0,1334.35,1212.0,1246.5,2.64,0.02218550861458579,431450,11900,846
CE,2022-06-13,15000.0,917.15,925.0,775.0,851.7,5.02,0.04257046630046911,479750,48300,4247
CE,2022-06-14,15000.0,790.0,933.8,763.45,813.65,1.62,0.10255302025425876,454250,-25500,6881
CE,2022-06-15,15000.0,848.4,858.0,773.15,786.85,0.37,0.059146453509739065,458200,3950,2575
CE,2022-06-16,15000.0,887.45,900.0,495.0,506.25,4.8,0.08319374651032943,591000,132800,12367
CE,2022-06-17,15000.0,480.05,552.0,416.3,468.7,1.86,0.18919119282378233,651100,60100,22968
CE,2022-06-20,15000.0,494.7,495.35,381.0,460.9,0.61,0.14525399549279466,703100,52000,14051
CE,2022-06-21,15000.0,519.0,750.0,515.0,680.7,0.66,0.06692610915252777,578000,-125100,9321
CE,2022-06-22,15000.0,578.0,590.25,438.75,469.2,1.01,0.06336447587241925,596950,18950,9373
CE,2022-06-23,15000.0,465.0,656.5,433.0,603.25,1.66,0.047185450497325816,614750,17800,15598
CE,2022-06-24,15000.0,692.0,761.2,636.5,722.85,0.61,0.01353582837848592,573950,-40800,9525
CE,2022-06-27,15000.0,913.35,934.05,822.35,836.55,0.5,0.0059938987552861644,522900,-51050,4802
CE,2022-06-28,15000.0,777.45,861.7,716.2,845.85,1.29,0.007841933023801154,448600,-74300,6180
CE,2022-06-29,15000.0,715.05,851.25,683.35,781.15,0.95,0.006938415353934884,361500,-87100,5866
CE,2022-06-30,15000.0,780.65,877.0,715.0,785.45,0.84,0.01146205383196769,321250,-40250,4910
CE,2022-06-01,15500.0,1122.05,1183.1,1017.05,1068.35,0,0.04754342431761786,317025,8100,958
CE,2022-06-02,15500.0,1020.0,1194.25,1010.0,1179.8,1.31,0.04354782608695652,321375,4350,1252
CE,2022-06-03,15500.0,1325.0,1325.0,1140.55,1158.9,0.84,0.031231462806975918,304525,-16850,1053
CE,2022-06-06,15500.0,1120.0,1160.05,1033.45,1129.7,0.88,0.04488452040865734,319675,15150,927
CE,2022-06-07,15500.0,1021.45,1021.45,938.35,991.35,0.62,0.023256757853721895,315325,-4350,573
CE,2022-06-08,15500.0,999.95,1080.0,889.3,923.05,1.11,0.020470565515465576,312775,-2550,636
CE,2022-06-09,15500.0,856.95,1026.35,847.0,1010.5,1.2,0.023387170640857324,312925,150,766
CE,2022-06-10,15500.0,871.95,872.1,761.05,786.75,2.58,0.05142069826084696,312225,-700,1978
CE,2022-06-13,15500.0,535.45,535.5,414.0,466.0,5.64,0.11362456351105094,403025,90800,11161
CE,2022-06-14,15500.0,436.6,529.55,397.65,430.95,1.16,0.20204635493028045,469175,66150,12954
CE,2022-06-15,15500.0,455.45,463.0,401.5,410.95,0.62,0.1481823044432558,464925,-4250,8034
CE,2022-06-16,15500.0,440.35,492.3,201.0,208.25,12.82,0.6240861543679853,1862425,1397500,103036
CE,2022-06-17,15500.0,210.15,230.55,152.5,173.7,1.28,1.4289573495564225,2149975,287550,132240
CE,2022-06-20,15500.0,157.0,199.65,121.15,149.85,0.73,2.4404630373644034,2490175,340200,97189
CE,2022-06-21,15500.0,184.45,342.95,176.0,283.15,1.4,0.7616799955259773,2100475,-389700,136196
CE,2022-06-22,15500.0,228.6,228.6,130.2,141.3,2.16,1.0545015287669859,3207725,1107250,294188
CE,2022-06-23,15500.0,150.05,257.75,118.55,212.95,1.99,0.9820549563818287,2955950,-251775,585948
CE,2022-06-24,15500.0,235.15,330.5,224.95,289.4,0.48,0.20445090892114806,2365650,-590300,280284
CE,2022-06-27,15500.0,399.0,459.15,352.5,365.65,0.2,0.0477954989197373,1790800,-574850,55593
CE,2022-06-28,15500.0,316.2,376.0,257.35,362.85,2.1,0.0727799764480248,1584600,-206200,116500
CE,2022-06-29,15500.0,241.0,363.45,212.6,297.35,1.41,0.06818452202064754,1414050,-170550,164488
CE,2022-06-30,15500.0,272.45,379.05,217.35,286.5,0.52,0.023133648037568098,1285300,-128750,85746
CE,2022-06-01,16000.0,723.85,773.6,621.0,673.6,0,0.09094386202819937,1169400,-7550,5231
CE,2022-06-02,16000.0,640.1,771.0,610.0,753.55,0.95,0.10076794929096745,1148650,-20750,4960
CE,2022-06-03,16000.0,849.45,892.85,715.35,736.3,0.98,0.10192335865720684,1098400,-50250,4870
CE,2022-06-06,16000.0,707.15,738.0,625.0,706.85,0.81,0.11626873629954382,1100350,1950,3925
CE,2022-06-07,16000.0,616.05,626.1,542.85,588.4,2.05,0.19685135763778372,1133650,33300,8040
CE,2022-06-08,16000.0,625.75,661.45,498.5,522.6,0.96,0.14356628925204976,1129350,-4300,7722
CE,2022-06-09,16000.0,483.2,609.15,459.3,592.2,0.97,0.11000206106645467,1116650,-12700,7472
CE,2022-06-10,16000.0,472.8,476.8,392.5,411.3,2.12,0.2259603708624409,1222800,106150,15817
CE,2022-06-13,16000.0,259.35,262.85,164.0,191.9,6.34,0.9858635706772313,1894300,671500,100285
CE,2022-06-14,16000.0,166.95,230.4,152.55,168.65,0.74,2.330901919043296,2017350,123050,74456
CE,2022-06-15,16000.0,168.1,189.55,150.05,156.15,0.84,2.271015761821366,2113850,96500,62244
CE,2022-06-16,16000.0,185.05,194.75,50.1,54.45,2.79,3.3603201299077887,2657900,544050,173826
CE,2022-06-17,16000.0,45.1,57.85,34.0,36.65,0.77,6.051640422925081,2709450,51550,133360
CE,2022-06-20,16000.0,32.5,40.0,18.2,22.75,0.9,13.138647608576141,2951800,242350,119496
CE,2022-06-21,16000.0,27.95,82.0,26.1,57.3,1.62,7.47320322180917,2573200,-378600,192988
CE,2022-06-22,16000.0,47.85,47.85,16.9,17.75,1.06,10.817902216565914,3521050,947850,204004
CE,2022-06-23,16000.0,18.0,42.45,13.0,30.2,2.73,20.459250293427232,5665500,2144450,557801
CE,2022-06-24,16000.0,42.8,67.8,32.6,42.1,3.26,25.986506789531674,7320900,1655400,1816119
CE,2022-06-27,16000.0,88.0,105.0,53.1,57.55,1.62,4.515410948370786,8573750,1252850,2936155
CE,2022-06-28,16000.0,37.45,49.8,22.05,39.05,0.97,10.569994296761005,9380800,807050,2854131
CE,2022-06-29,16000.0,15.55,28.45,8.05,13.95,1.49,14.613364505932664,11638100,2257300,4244101
CE,2022-06-30,16000.0,5.9,20.45,0.05,0.1,1.81,16.34876254152062,9888250,-1749850,7663368
CE,2022-06-01,16500.0,390.55,426.25,314.6,353.5,0,0.8068858150556596,1477050,228600,58567
CE,2022-06-02,16500.0,325.1,418.5,304.55,403.95,1.01,0.8266047497524718,1480750,3700,59275
CE,2022-06-03,16500.0,500.65,507.35,372.15,384.9,0.43,0.3984177614957049,1223650,-257100,25231
CE,2022-06-06,16500.0,350.15,385.45,305.15,360.3,2.28,0.7828349387932557,1576150,352500,57619
CE,2022-06-07,16500.0,319.85,319.85,252.3,275.4,1.13,1.1783182088798283,1702500,126350,65313
CE,2022-06-08,16500.0,289.85,319.0,213.55,226.2,1.37,1.2517553778075576,1613350,-89150,89672
CE,2022-06-09,16500.0,196.65,273.0,188.0,264.1,0.75,1.507231428122968,1750650,137300,67218
CE,2022-06-10,16500.0,234.65,234.65,148.35,155.5,1.02,2.159957193667181,1881550,130900,68624
CE,2022-06-13,16500.0,87.95,94.35,46.75,55.0,1.3,3.1129324776785716,2022050,140500,89254
