Type,Date,StrikePrice,Open,High,Low,Close,Vol/Prev,CE/PE,OI,COI,Volume
PE,2022-02-09,18500.0,1160.0,1160.0,1019.9,1036.8,0.88,NA,455300,-1100,586
PE,2022-02-10,18500.0,1000.0,1050.0,860.0,891.2,1.08,NA,456800,1500,634
PE,2022-02-11,18500.0,1075.0,1216.0,1075.0,1154.15,0.95,NA,449600,-7200,602
PE,2022-02-14,18500.0,1405.0,1689.8,1399.85,1649.2,7.94,NA,328400,-121200,4778
PE,2022-02-15,18500.0,1609.0,1654.0,1120.0,1139.8,0.2,NA,302050,-26350,934
PE,2022-02-16,18500.0,1100.05,1245.6,1010.0,1179.7,0.92,NA,287100,-14950,857
PE,2022-02-17,18500.0,1107.4,1269.3,1071.9,1200.1,1.4,NA,277550,-9550,1198
PE,2022-02-18,18500.0,1230.25,1258.35,1115.0,1222.95,0.62,NA,263000,-14550,747
PE,2022-02-21,18500.0,1301.0,1400.0,1151.45,1298.5,0.96,NA,250500,-12500,718
PE,2022-02-22,18500.0,1605.9,1646.9,1375.0,1422.6,0.78,NA,238250,-12250,562
PE,2022-02-23,18500.0,1316.3,1460.65,1287.8,1428.75,4.46,NA,205850,-32400,2505
PE,2022-02-24,18500.0,1939.75,2273.45,1772.25,2238.6,0.99,NA,167100,-38750,2469
CE,2022-02-01,15500.0,1997.0,2124.7,1769.05,2080.65,0,0.008001409940077546,468350,800,227
CE,2022-02-02,15500.0,2184.55,2302.0,2183.0,2289.2,1.44,0.022234347292320284,464800,-3550,326
CE,2022-02-03,15500.0,2242.45,2242.45,1996.0,2050.7,1.4,0.046052631578947366,472050,7250,455
CE,2022-02-04,15500.0,2070.0,2122.9,1985.0,2029.85,1.05,0.03711484593837535,478950,6900,477
CE,2022-02-07,15500.0,1978.2,1980.0,1660.7,1725.75,1.43,0.044546048334421946,466800,-12150,682
CE,2022-02-08,15500.0,1770.0,1797.9,1565.05,1761.65,0.83,0.03698388885265149,458600,-8200,567
CE,2022-02-09,15500.0,1889.4,1987.0,1884.65,1975.2,0.2,0.01524639259460931,458200,-400,112
CE,2022-02-10,15500.0,2011.0,2141.25,1945.1,2122.0,1.41,0.02295177222545032,460100,1900,158
CE,2022-02-11,15500.0,1923.0,1940.0,1780.0,1862.65,1.42,0.011557427573453873,456250,-3850,225
CE,2022-02-14,15500.0,1536.45,1580.75,1331.35,1366.15,2.7,0.011062511390559504,443600,-12650,607
CE,2022-02-15,15500.0,1431.35,1883.7,1375.0,1875.6,0.91,0.014777929483575616,431550,-12050,552
CE,2022-02-16,15500.0,1924.8,1993.0,1756.35,1811.1,0.46,0.01038217862252197,425150,-6400,254
CE,2022-02-17,15500.0,1901.0,1920.0,1756.0,1797.6,2.61,0.009710583658725631,412500,-12650,664
CE,2022-02-18,15500.0,1776.55,1884.15,1752.85,1785.45,0.74,0.0033100158130310096,401500,-11000,494
CE,2022-02-21,15500.0,1680.15,1842.0,1589.5,1709.35,2.55,0.007603551547606815,368500,-33000,1258
CE,2022-02-22,15500.0,1426.5,1642.05,1360.5,1571.7,1.23,0.006215389303916497,336150,-32350,1550
CE,2022-02-23,15500.0,1679.55,1713.75,1548.8,1581.4,1.85,0.025769493229896204,268500,-67650,2870
CE,2022-02-24,15500.0,1125.0,1248.05,735.7,770.6,1.25,0.01405483858314047,249800,-18700,3583
CE,2022-02-01,16000.0,1517.0,1646.65,1275.25,1612.9,0,0.01342437838514202,293200,300,751
CE,2022-02-02,16000.0,1704.45,1814.1,1697.1,1803.25,1.14,0.02715609181496928,308150,14950,853
CE,2022-02-03,16000.0,1764.45,1766.6,1514.15,1567.9,2.06,0.07242788163922248,348800,40650,1755
CE,2022-02-04,16000.0,1575.0,1634.0,1495.0,1534.95,0.28,0.01926327790226835,349350,550,490
CE,2022-02-07,16000.0,1473.0,1527.65,1181.0,1240.25,4.05,0.053349108607383906,322750,-26600,1984
CE,2022-02-08,16000.0,1274.95,1315.0,1089.5,1293.8,0.3,0.017967484552162696,318400,-4350,599
CE,2022-02-09,16000.0,1354.2,1495.0,1354.2,1488.4,1.66,0.03678016748441362,327700,9300,997
CE,2022-02-10,16000.0,1518.0,1655.4,1451.15,1623.75,1.05,0.0515972942280156,348350,20650,1045
CE,2022-02-11,16000.0,1432.0,1440.0,1293.75,1374.9,0.5,0.011002342704149933,341900,-6450,526
CE,2022-02-14,16000.0,1092.0,1096.75,872.5,897.35,3.87,0.01950084723857664,337700,-4200,2037
CE,2022-02-15,16000.0,940.95,1393.1,890.05,1367.6,1.87,0.040852213632415854,347750,10050,3810
CE,2022-02-16,16000.0,1440.6,1494.95,1256.05,1340.45,0.33,0.020372621824992606,344850,-2900,1240
CE,2022-02-17,16000.0,1386.0,1430.0,1250.0,1314.4,0.53,0.004575235673015785,345300,450,662
CE,2022-02-18,16000.0,1249.9,1391.5,1249.9,1290.55,2.04,0.0038334847796456157,349050,3750,1350
CE,2022-02-21,16000.0,1213.35,1357.0,1096.6,1206.3,1.13,0.0036147388059701493,348850,-200,1519
CE,2022-02-22,16000.0,924.75,1150.35,872.6,1085.7,4.61,0.008211110017390163,381500,32650,7007
CE,2022-02-23,16000.0,1194.0,1215.95,1045.0,1074.75,0.52,0.008324245227018594,281350,-100150,3618
CE,2022-02-24,16000.0,601.05,776.45,231.2,263.1,8.62,0.01797765638254377,258350,-23000,31175
CE,2022-02-01,16500.0,1068.0,1189.85,852.3,1143.4,0,0.015478250123578844,147450,-22800,1503
CE,2022-02-02,16500.0,1230.05,1329.0,1215.45,1315.25,0.44,0.013020163444604943,146100,-1350,658
CE,2022-02-03,16500.0,1278.5,1299.8,1053.65,1090.7,0.61,0.011965094311332353,146600,500,399
CE,2022-02-04,16500.0,1092.15,1155.0,1021.35,1086.35,1.15,0.008453706766640938,142950,-3650,460
CE,2022-02-07,16500.0,1012.2,1048.7,725.0,790.3,2.28,0.016412440880759233,150400,7450,1048
CE,2022-02-08,16500.0,820.0,855.95,658.2,822.95,1.64,0.031278513814372785,145700,-4700,1714
CE,2022-02-09,16500.0,897.1,1010.0,897.1,995.65,0.54,0.021955754743968724,136150,-9550,921
CE,2022-02-10,16500.0,1048.2,1165.0,968.6,1136.2,0.57,0.012613086975252501,132850,-3300,527
CE,2022-02-11,16500.0,955.05,965.35,825.6,894.6,1.8,0.015539020023324955,134450,1600,946
CE,2022-02-14,16500.0,646.95,658.95,470.85,491.4,5.45,0.03701574893665938,187700,53250,5152
CE,2022-02-15,16500.0,524.05,915.15,473.65,897.85,1.42,0.047855055217371406,205200,17500,7319
CE,2022-02-16,16500.0,939.55,1013.85,800.0,853.75,0.17,0.010591180435201233,206450,1250,1265
CE,2022-02-17,16500.0,901.45,950.0,777.2,833.35,1.71,0.011659386291322871,196750,-9700,2162
CE,2022-02-18,16500.0,785.8,913.4,785.8,819.05,1.22,0.0058416351275814,203150,6400,2644
CE,2022-02-21,16500.0,738.8,865.25,617.5,725.25,2.48,0.011276794835475203,278350,75200,6568
CE,2022-02-22,16500.0,515.8,662.0,415.6,597.7,5.05,0.0255314200875407,422700,144350,33155
CE,2022-02-23,16500.0,697.3,723.45,547.0,584.5,0.17,0.006475720118678907,396400,-26300,5570
CE,2022-02-24,16500.0,149.95,315.65,0.1,0.55,864.05,0.8293018182570098,5012600,4616200,4812737
CE,2022-02-01,17000.0,650.0,775.0,476.0,718.2,0,0.125615070397312,733900,-103850,14730
CE,2022-02-02,17000.0,810.2,875.0,773.95,858.3,0.35,0.0934617933059938,633600,-100300,5219
CE,2022-02-03,17000.0,829.45,849.75,600.0,657.45,0.87,0.09503040469700147,637000,3400,4532
CE,2022-02-04,17000.0,688.0,720.0,604.35,638.8,1.38,0.10345284424939968,589800,-47200,6247
